config,rebal_date,n_long,n_short,one_way_turnover,longs,shorts,period_ret_net
lt_mom_6_21d,2023-06-14,100,100,0.30500000000000005,"AAPL,ABNB,ADBE,ALGN,AMAT,AMD,AMZN,ANET,AOS,APO,APP,ARES,ASML,AVGO,BKNG,BLDR,CCEP,CCL,CDNS,CMG","A,ABBV,ADM,ADP,AEP,AES,AIG,ALB,ALL,ALNY,AMCR,AMGN,AMT,APA,ARE,BAC,BAX,BMY,BXP,CB",0.03630663977429993
lt_mom_6_21d,2023-07-17,100,100,0.23,"AAPL,ABNB,ACGL,ADBE,ALGN,AMAT,AMD,AMZN,ANET,APP,ARES,AVGO,BKNG,BLDR,BX,CAH,CCL,CDNS,CMG,COHR","A,ABBV,ADM,AEP,AES,ALL,ALNY,AMCR,AMGN,AMT,APA,ARE,AWK,BAC,BMY,BXP,CB,CCI,CF,CFG",-0.017803295565517185
lt_mom_6_21d,2023-08-15,100,100,0.325,"ACGL,ADBE,AKAM,AMAT,AMD,AMZN,ANET,APP,AVGO,BKNG,BLDR,BR,BRO,CARR,CBOE,CCL,CDNS,CEG,CMCSA,COIN","A,AEP,AES,ALB,ALL,ALNY,AMCR,AMT,APTV,ARE,BAC,BEN,BMY,BXP,C,CCI,CFG,CIEN,CINF,CPT",0.014764682317035982
lt_mom_6_21d,2023-09-14,100,100,0.335,"ACN,ADBE,AIG,AJG,AKAM,AMZN,APA,APO,APP,ARES,AVGO,BKNG,BKR,BLDR,BR,BRO,BX,CASY,CAT,CCL","A,AEE,AEP,AES,ALB,AMCR,AMT,APTV,ARE,BMY,BNY,C,CCI,CFG,CHRW,CLX,CMS,COHR,CPT,CTVA",0.009508405875293224
lt_mom_6_21d,2023-10-13,100,100,0.28,"ACGL,ADBE,AFL,AIG,AIZ,AJG,AKAM,AMAT,AMZN,ANET,APO,APP,ARES,AVGO,BKR,BLDR,BR,BRO,BX,CAH","A,AEP,AES,ALB,ALGN,ALNY,AMCR,AMT,ARE,AWK,BAX,BEN,BMY,BNY,C,CCI,CIEN,CLX,COO,CTVA",0.006117851482690062
lt_mom_6_21d,2023-11-13,100,100,0.33,"ADBE,AFL,AIG,AIZ,AKAM,AMAT,AMD,AMZN,ANET,APO,APP,ARES,AVGO,BKNG,BKR,CAH,CARR,CASY,CBOE,CCL","A,ABT,AEE,AEP,AES,ALB,ALGN,ALNY,AMCR,APTV,ARE,AWK,BALL,BAX,BBY,BIIB,BMY,CCI,CHRW,CLX",-0.0202845876895289
lt_mom_6_21d,2023-12-13,100,100,0.29000000000000004,"ADBE,AFL,AIG,AIZ,AKAM,ALL,AMGN,ANET,APO,APP,ARES,AVGO,AXON,BKNG,BLDR,BR,BX,BXP,CAH,CARR","AES,ALB,ALGN,ALLE,ALNY,AMCR,APD,APTV,AWK,BAX,BBY,BDX,BIIB,BMY,CHRW,CLX,COHR,COO,CPT,CTVA",-0.00403642891824918
lt_mom_6_21d,2024-01-16,100,100,0.255,"ABBV,AFL,AIZ,AKAM,ALL,AMD,AMGN,ANET,APO,APP,AVGO,AXON,BKNG,BLDR,BR,CB,CBOE,CDW,CEG,CIEN","ADM,AEE,AES,ALB,ALGN,AON,APA,APD,APTV,AWK,BAX,BBY,BIIB,BKR,BMY,CHRW,COHR,COO,CPT,CSGP",0.029872171691306404
lt_mom_6_21d,2024-02-14,100,100,0.4,"ADSK,ALL,AMAT,AMD,ANET,APO,ARES,ASML,AVGO,AXON,AXP,BSX,BX,C,CB,CDNS,CIEN,CMG,COF,COHR","ADM,AEE,AES,ALB,ALGN,ALNY,AMCR,APA,APD,APTV,AWK,BA,BAX,BDX,BG,BIIB,BKR,BMY,CCL,CHRW",0.010678979847499104
lt_mom_6_21d,2024-03-15,101,101,0.27722772277227725,"AIZ,ALL,AMAT,AMD,ANET,AOS,APP,ARM,ASML,AVGO,AXON,AXP,BLDR,C,CEG,CMG,COF,COHR,COIN,COR","ADBE,ADM,ADP,AEE,AES,ALB,ALGN,ALNY,AON,APA,APD,APTV,AWK,BA,BDX,BG,BIIB,BKR,BMY,BXP",-0.0012094352875323677
lt_mom_6_21d,2024-04-16,101,101,0.2821782178217822,"ALL,AMAT,AMD,AMZN,ANET,APH,APP,ARM,ASML,AVGO,AXON,AXP,BALL,BLDR,BSX,C,CAT,CEG,CMG,COF","AAPL,ADBE,ADM,ADP,AEE,AJG,AKAM,ALB,ALNY,AMGN,AON,APA,APD,APTV,AWK,BA,BDX,BIIB,BKR,BMY",0.005455923417639674
lt_mom_6_21d,2024-05-15,101,101,0.36633663366336633,"A,ALGN,AMAT,ANET,APH,APP,ARM,ASML,AVGO,AXP,BAC,BALL,BLDR,BSX,C,CAT,CEG,CFG,CMG,COF","AAPL,ACN,ADBE,ADM,ADSK,AEE,AJG,AKAM,ALNY,AMT,AON,APA,APD,ATO,BA,BAX,BDX,BG,BIIB,BKR",0.01756807208360356
lt_mom_6_21d,2024-06-14,101,101,0.3366336633663366,"ACGL,AMAT,AMZN,ANET,APH,APO,APP,ARM,ASML,AVGO,AXP,BAC,BSX,CASY,CEG,CMG,COHR,COIN,COST,CRWD","ACN,ADBE,ADM,AEE,AKAM,ALB,ALNY,AMT,AON,APA,APTV,ARE,BA,BAX,BEN,BIIB,BMY,BXP,CAH,CCI",-0.04201854243632264
lt_mom_6_21d,2024-07-17,101,101,0.2524752475247525,"ACGL,ADI,ALNY,AMAT,ANET,APH,APO,APP,ARM,ASML,AVGO,AXON,AXP,BAC,BRO,BSX,C,CASY,CEG,CFG","ABT,ACN,ADBE,ADM,AES,AKAM,ALB,ALGN,APTV,BA,BAX,BEN,BIIB,BLDR,BMY,BXP,CAH,CBOE,CCI,CF",-0.017841681070135063
lt_mom_6_21d,2024-08-15,101,101,0.4158415841584159,"AEP,AFL,ALNY,ANET,APD,APH,APP,AVB,AVGO,AXON,BRO,CARR,CASY,CBRE,CEG,CFG,CHRW,COIN,CPT,CTAS","ABNB,ACN,ADBE,ADSK,AKAM,ALB,ALGN,AMD,AME,APTV,BA,BAX,BEN,BIIB,BLDR,CDNS,CDW,CIEN,CLX,CMCSA",0.009659500915529584
lt_mom_6_21d,2024-09-16,101,101,0.3415841584158416,"AAPL,ACGL,AEP,AES,AFL,ALNY,AMGN,ANET,APP,AVB,AVGO,AWK,AXON,BBY,BSX,BXP,CARR,CASY,CBRE,CHRW","A,ABNB,AKAM,ALB,ALGN,AMAT,AMD,AME,AOS,APA,APTV,ASML,BA,BEN,BIIB,CDNS,CDW,CMCSA,COIN,COP",-0.002133036948610445
lt_mom_6_21d,2024-10-15,101,101,0.2722772277227723,"AAPL,AFL,ALNY,AMT,ANET,APD,APO,APP,AVGO,AXON,BBY,BLK,BRO,BXP,CARR,CBRE,CCL,CEG,CFG,CHRW","ABNB,ADM,ALAB,ALB,ALGN,AMAT,AMD,AME,AOS,APA,APTV,ASML,BA,BAX,BEN,BG,BIIB,CDNS,CDW,CNC",0.043861017699460936
lt_mom_6_21d,2024-11-13,102,102,0.3823529411764706,"ADSK,AFL,ALNY,AMP,AON,APO,APP,AXON,BKNG,BKR,BLK,BMY,BRO,BX,CAH,CBRE,CCL,CHRW,CHTR,CIEN","A,ABNB,ADM,AES,AKAM,ALB,ALGN,AMAT,AMD,AMGN,AOS,APA,APTV,ARE,ASML,AVY,BA,BALL,BAX,BEN",0.004232804941312951
lt_mom_6_21d,2024-12-13,102,102,0.24999999999999997,"ADSK,AIZ,ALAB,ALNY,ANET,APO,APP,ARES,AXON,AXP,BKNG,BKR,BLK,BMY,BX,CBRE,CCL,CFG,CHRW,CHTR","ABNB,ACGL,ADBE,ADI,ADM,AES,ALB,ALGN,AMAT,AMD,AMGN,AOS,APA,APTV,ARE,ARM,ASML,AVY,BA,BALL",0.006066192617170341
lt_mom_6_21d,2025-01-16,102,102,0.25490196078431376,"AEE,AIZ,ALAB,AMP,ANET,APO,APP,ARES,AVGO,AXON,AXP,BKR,BMY,BSX,BX,CAH,CBRE,CCL,CEG,CF","ABNB,ADBE,ADM,AES,ALGN,AMAT,AMD,AMGN,AMT,AOS,APA,APTV,ARE,ASML,AVY,AWK,BALL,BAX,BEN,BG",0.009753708581379028
