front_dte,long_dte,short_delta,front_vol_mult,year,year_sharpe,stress
0,21,0.3,0.85,2013,-6.048206199357658,0
0,21,0.3,0.85,2014,-7.709258322450638,0
0,21,0.3,0.85,2015,-6.489093476942297,1
0,21,0.3,0.85,2016,-6.877604800418507,0
0,21,0.3,0.85,2017,-4.950947615177166,0
0,21,0.3,0.85,2018,-6.948779677148824,1
0,21,0.3,0.85,2019,-5.642880585347603,0
0,21,0.3,0.85,2020,-6.794624233271298,1
0,21,0.3,0.85,2021,-5.943764050722945,0
0,21,0.3,0.85,2022,-7.133308326368958,1
0,21,0.3,0.85,2023,-8.15168420774183,0
0,21,0.3,0.85,2024,-7.357670093538327,0
0,21,0.3,0.85,2025,-6.302837060923538,0
0,21,0.3,0.85,2026,-6.104891805608353,0
0,21,0.3,1.0,2010,-7.628363186377163,0
0,21,0.3,1.0,2011,-5.381489987939531,1
0,21,0.3,1.0,2012,-5.717482475296711,0
0,21,0.3,1.0,2013,-5.097205860870411,0
0,21,0.3,1.0,2014,-6.395531196423684,0
0,21,0.3,1.0,2015,-5.469125188538592,1
0,21,0.3,1.0,2016,-5.96118770755518,0
0,21,0.3,1.0,2017,-3.5365134169619803,0
0,21,0.3,1.0,2018,-5.88420935624438,1
0,21,0.3,1.0,2019,-4.637000417391865,0
0,21,0.3,1.0,2020,-5.922287179701854,1
0,21,0.3,1.0,2021,-4.998560409513795,0
0,21,0.3,1.0,2022,-6.351298019897985,1
0,21,0.3,1.0,2023,-7.023548121904809,0
0,21,0.3,1.0,2024,-6.2393826500672835,0
0,21,0.3,1.0,2025,-5.309162982565445,0
0,21,0.3,1.0,2026,-4.846008249139142,0
0,21,0.3,1.15,2010,-6.8765154641909625,0
0,21,0.3,1.15,2011,-4.190856536656508,1
0,21,0.3,1.15,2012,-4.582299949494386,0
0,21,0.3,1.15,2013,-4.001616083156469,0
0,21,0.3,1.15,2014,-4.988258027287302,0
0,21,0.3,1.15,2015,-4.363622988345603,1
0,21,0.3,1.15,2016,-4.906381984192285,0
0,21,0.3,1.15,2017,-1.973182186144135,0
0,21,0.3,1.15,2018,-4.748672136052037,1
0,21,0.3,1.15,2019,-3.5702201371092626,0
0,21,0.3,1.15,2020,-5.021790303106402,1
0,21,0.3,1.15,2021,-3.9596467436054215,0
0,21,0.3,1.15,2022,-5.4988787997794475,1
0,21,0.3,1.15,2023,-5.757599531138073,0
0,21,0.3,1.15,2024,-4.981660656855784,0
0,21,0.3,1.15,2025,-4.205471701148025,0
0,21,0.3,1.15,2026,-3.440376971898821,0
0,21,0.3,1.3,2010,-5.987836057216114,0
