ticker,market_date,expiry,dte,n_strikes,a,b,rho,m,sigma,rmse_volpts,min_butterfly_g,liquid,calendar_viol_on_date
TSLA,2025-12-26,2026-03-20,84,68,0.03115816165017944,0.11702337028411479,-0.37233086072000854,-0.19836796132552761,0.2036189888077335,0.6797,0.296787,True,0
TSLA,2026-01-16,2026-01-23,7,32,4.4178376457559234e-05,0.022781181404886122,-0.5323198578558405,-0.05339960371920883,0.09878076332406575,0.1128,0.440636,True,0
TSLA,2026-01-16,2026-02-13,28,45,0.013594863340083148,0.03268525410908733,-0.586266282733236,-0.11005845710507096,0.06293238218069297,0.4449,0.45519,True,0
TSLA,2026-01-16,2026-04-17,91,85,0.041833721167391216,0.0774350231034209,-0.5475936248643607,-0.19793228671279073,0.09819356989277056,0.8102,0.353368,True,0
TSLA,2026-02-06,2026-02-13,7,38,1.054956566780225e-08,0.02912653082133616,-0.5272787204819609,-0.060083105903782255,0.13431471529976052,0.2431,0.477126,True,0
TSLA,2026-02-06,2026-03-06,28,38,0.01162099497289682,0.035652349067480264,-0.7457201419927081,-0.08848180508954513,0.08068986738958238,0.4453,0.424461,True,0
TSLA,2026-02-06,2026-05-15,98,45,0.0516135689541774,0.08785596141190934,-0.6714146298509688,-0.19247554980171047,0.12339149799529427,0.783,0.348632,True,0
TSLA,2026-03-02,2026-03-09,7,33,0.0018551289957923643,0.016372501464788684,-0.7410434937617129,-0.01295727095018786,0.06501341843616551,0.1952,0.469698,True,0
TSLA,2026-03-02,2026-04-02,31,41,0.013788884828822874,0.041347142958541194,-0.8935837014255062,-0.0860788331579077,0.07138585065023356,0.4915,0.350914,True,0
TSLA,2026-03-02,2026-05-15,74,71,0.0356664195783373,0.07802040082665977,-0.7257132090704336,-0.16368670373486563,0.11203417001523129,0.7336,0.311461,True,0
TSLA,2026-03-20,2026-03-27,7,40,1.0000003910257245e-08,0.03723176754889625,-0.5250464034794282,-0.023232631428765634,0.11180993804225531,0.3752,0.29757,True,0
TSLA,2026-03-20,2026-04-17,28,37,0.004840501290451695,0.05601151582679361,-0.6351052742416184,-0.02301759573325442,0.17964657594890593,0.4208,0.341973,True,0
TSLA,2026-03-20,2026-06-18,90,56,0.04457063686199367,0.08770875913145125,-0.9434927855430094,-0.1872967564549246,0.151077368279856,0.8305,0.278967,True,0
TSLA,2026-04-10,2026-04-17,7,29,1.0060756488760037e-08,0.025601200498245685,-0.10213075799727833,0.005141576710859893,0.1152994356911191,0.2396,0.595733,True,0
TSLA,2026-04-10,2026-05-08,28,36,0.00829859625617914,0.05804839141574677,-0.6968298511411278,-0.15817822837593126,0.1994214639764118,0.4109,0.392083,True,0
TSLA,2026-04-10,2026-07-17,98,34,0.044696655964060535,0.08269536022951614,-0.7042754617172226,-0.18724461611234666,0.11479825408782082,0.7866,0.339679,True,0
TSLA,2026-04-30,2026-05-06,6,30,1.0000000053151447e-08,0.02505266103837454,0.24591386386239997,0.013942553559240218,0.09587946045915789,0.4238,0.501367,True,0
TSLA,2026-04-30,2026-05-29,29,38,1.2003361316880205e-08,0.06545306261339229,-0.35907155528428053,-0.11088381900750272,0.1971856536568969,0.4806,0.364975,True,0
TSLA,2026-04-30,2026-07-17,78,68,0.020964821869209876,0.09087510079834805,-0.4303335547380678,-0.1717229466511748,0.18352336259287427,0.704,0.303683,True,0
TSLA,2026-05-21,2026-05-27,6,37,1.0000000000225422e-08,0.027318061515436285,-0.3346963337207358,-0.053590106714458206,0.08301024576972967,0.3251,0.316136,True,0
TSLA,2026-05-21,2026-06-18,28,58,0.0030717904306779174,0.07209907126260456,-0.37733045885029953,-0.1198950292479858,0.16684989145367507,0.5826,0.255769,True,0
TSLA,2026-05-21,2026-08-21,92,49,0.03381272562190707,0.11139189370427074,-0.3612152305632129,-0.1847541069616097,0.18804667828738486,0.8005,0.311757,True,0
TSLA,2026-06-11,2026-06-18,7,57,1.0000000000005202e-08,0.04561797349569651,-0.1258351811467245,-0.03784008448872498,0.1431449119540321,0.4704,0.460103,True,0
TSLA,2026-06-11,2026-07-10,29,50,1.5543623098509487e-08,0.09077403350565055,-0.373700547916459,-0.13766898267374955,0.22257695205288086,0.5925,0.31099,True,0
TSLA,2026-06-11,2026-09-18,99,70,0.0537828443516951,0.09491229366844643,-0.31827300930503105,-0.1730171472428087,0.11207083859581354,1.0207,0.41457,True,0
TSLA,2026-07-02,2026-07-08,6,38,1.0000015392568449e-08,0.030252782363242598,0.13892156431529887,0.015084575522263194,0.09473992621322977,0.438,0.48577,True,0
TSLA,2026-07-02,2026-07-31,29,48,1.0000003367216359e-08,0.07460354132826084,-0.2557629341706208,-0.09020313336976324,0.23660370648002363,0.5969,0.366844,True,0
TSLA,2026-07-02,2026-09-18,78,78,1.0000000000290913e-08,0.1331682843371234,-0.3881079738541361,-0.21169254034088586,0.34678976167381786,0.8102,0.279322,True,0
MU,2025-12-26,2026-01-02,7,19,0.0021354051776735347,0.01832525699819664,-0.45842184126380175,-0.04674071130773533,0.06238074005625667,0.2003,0.723906,True,0
MU,2025-12-26,2026-01-23,28,34,1.0000000125558523e-08,0.08473867148652316,-0.4060676236164371,-0.13440053347392425,0.2337843315125268,1.017,0.350597,True,0
MU,2025-12-26,2026-03-20,84,40,0.07603614303786664,0.05437852039102037,-0.2791939982381207,-0.1478732345323927,0.039506026917764954,0.6456,0.633087,True,0
MU,2026-01-16,2026-01-23,7,34,0.004255546278436021,0.013039895641292414,-0.34001010619226396,-0.03448372591858485,0.028162524203812683,0.1943,0.714664,True,0
MU,2026-01-16,2026-02-13,28,39,1.000000000001098e-08,0.12446510952817208,-0.6976192413069213,-0.28448639443206497,0.2685186870459052,0.636,0.557964,True,0
MU,2026-01-16,2026-04-17,91,49,0.09093695038104074,0.07380239802541483,-0.43737595943349056,-0.2398464556885908,0.12079809459206138,0.6042,0.574295,True,0
MU,2026-02-06,2026-02-13,7,58,1.0000000001125953e-08,0.04455123159843397,-0.46123872464728366,-0.09207800711659697,0.24516790489679133,0.5269,0.594167,True,0
MU,2026-02-06,2026-03-06,28,55,1.0000000536463563e-08,0.10457211267406448,-0.32996551411336295,-0.09779126259633573,0.357175077218412,0.5491,0.430225,True,0
MU,2026-02-06,2026-05-15,98,68,0.004905881634817507,0.21778817348853452,-0.4045869264701689,-0.31704592158043154,0.6518356336405582,0.837,0.420959,True,0
MU,2026-03-02,2026-03-13,11,84,0.014736974175091715,0.03346388151774362,-0.7783292468373635,-0.029850289774339997,0.056233734660990575,0.6911,0.485316,True,0
