ticker,sector,setup_type,setup_direction,setup_score,ret_1d,ret_1w,ret_30d,iv_rank,spot,updated_at,section,bias,direction,scanner_score,scored_at,alpha_composite,alpha_direction,alignment_count,liquidity_rank,option_iv_bonus,option_leverage_score,top_factor_signals_json
MSFT,M7,C,bull,1.7704,0.0024,0.0918,-0.1271,96.35,385.21,2026-07-02 04:09:21.354951+08:00,watchlist,bullish,long,7.5,2026-06-30 21:50:19.622146+08:00,-0.023652281899433553,short,0.0,0.9411764705882353,1.0,16.767142085901526,"{""accumulation_pressure_6"": 0.47058823529411775, ""dollar_volume_rank"": -0.8823529411764706, ""gap_fade"": 0.8627450980392157, ""gap_follow"": 0.8431372549019607, ""mom_10"": -0.11764705882352944, ""open_vs_vwap_snapback"": 0.5490196078431373, ""pv_corr_fade_6"": -0.803921568627451, ""slope_12"": -0.1568627450980392, ""slope_6"": 0.47058823529411775, ""slope_acceleration"": -0.7450980392156863}"
XOM,Energy,,,,0.0005,-0.0008,-0.0843,52.27,136.79,2026-07-02 04:19:06.989809+08:00,watchlist,bullish,long,6.865,2026-07-02 04:19:06.977693+08:00,-0.11625281334620788,short,0.0,0.5490196078431373,0.5324285714285715,16.445009259164525,"{""accumulation_pressure_6"": 0.23529411764705888, ""dollar_volume_rank"": -0.0980392156862746, ""gap_fade"": 0.11764705882352944, ""gap_follow"": 0.196078431372549, ""mom_10"": -0.23529411764705888, ""open_vs_vwap_snapback"": -0.11764705882352944, ""pv_corr_fade_6"": -0.0980392156862745, ""slope_12"": -0.05882352941176472, ""slope_6"": -0.2941176470588235, ""slope_acceleration"": -0.47058823529411775}"
PL,Space,,,,-0.0041,0.1875,-0.3454,35.13,31.48,2026-07-02 04:14:51.452395+08:00,,,,,,0.20528945619980957,long,0.0,0.0784313725490196,0.2875714285714286,15.912704511017482,"{""accumulation_pressure_6"": -0.11764705882352944, ""dollar_volume_rank"": 0.8431372549019608, ""gap_fade"": -0.23529411764705888, ""gap_follow"": -0.17647058823529416, ""mom_10"": 0.8431372549019607, ""open_vs_vwap_snapback"": 0.9607843137254902, ""pv_corr_fade_6"": 0.196078431372549, ""slope_12"": 0.7647058823529411, ""slope_6"": 0.9803921568627452, ""slope_acceleration"": -0.9215686274509804}"
BE,Power,C,bull,1.5468,0.0017,-0.062,-0.0424,96.15,290.0,2026-07-02 04:12:14.065232+08:00,watchlist,bullish,long,7.5,2026-07-01 21:55:24.088941+08:00,-0.014086728648791673,short,0.0,0.7254901960784313,1.0,14.683721985807574,"{""accumulation_pressure_6"": -0.8235294117647058, ""dollar_volume_rank"": -0.4509803921568627, ""gap_fade"": -0.6470588235294117, ""gap_follow"": -0.7254901960784313, ""mom_10"": 0.4901960784313726, ""open_vs_vwap_snapback"": -0.37254901960784315, ""pv_corr_fade_6"": 0.9019607843137254, ""slope_12"": 0.019607843137254832, ""slope_6"": -0.803921568627451, ""slope_acceleration"": 0.8823529411764706}"
CRCL,Crypto,,,,0.0194,-0.0823,-0.3738,59.92,63.15,2026-07-02 04:13:27.954940+08:00,,,,,,-0.15881503921403792,short,0.0,0.19607843137254902,0.6417142857142858,14.664302044702543,"{""accumulation_pressure_6"": -0.8431372549019608, ""dollar_volume_rank"": 0.607843137254902, ""gap_fade"": 0.7843137254901961, ""gap_follow"": 0.9411764705882353, ""mom_10"": -0.8823529411764706, ""open_vs_vwap_snapback"": -0.9803921568627452, ""pv_corr_fade_6"": 0.6470588235294117, ""slope_12"": -0.8823529411764706, ""slope_6"": -0.9607843137254902, ""slope_acceleration"": -0.5294117647058822}"
KLAC,Semi-Cap,,,,0.0068,0.0355,0.3104,100.0,268.0,2026-07-02 04:00:08.277384+08:00,watchlist,bullish,long,7.5,2026-07-02 04:00:08.239990+08:00,-0.03835030668134534,short,0.0,0.6862745098039216,1.0,13.865894016713781,"{""accumulation_pressure_6"": 0.588235294117647, ""dollar_volume_rank"": -0.37254901960784315, ""gap_fade"": -0.803921568627451, ""gap_follow"": -0.9215686274509804, ""mom_10"": 0.8627450980392157, ""open_vs_vwap_snapback"": 0.8431372549019608, ""pv_corr_fade_6"": 0.27450980392156854, ""slope_12"": 0.9019607843137254, ""slope_6"": 0.8235294117647058, ""slope_acceleration"": -1.0}"
TXN,Semi-Logic,C,bull,1.888,-0.0103,-0.0529,-0.0415,97.67,295.33,2026-07-02 04:09:15.175763+08:00,,,,,,-0.05412148257663922,short,0.0,0.6176470588235294,1.0,13.708739074482393,"{""accumulation_pressure_6"": -0.21568627450980393, ""dollar_volume_rank"": -0.23529411764705888, ""gap_fade"": -0.2549019607843137, ""gap_follow"": -0.23529411764705888, ""mom_10"": -0.0980392156862745, ""open_vs_vwap_snapback"": -0.33333333333333326, ""pv_corr_fade_6"": 0.9411764705882353, ""slope_12"": -0.2941176470588235, ""slope_6"": -0.4901960784313726, ""slope_acceleration"": 0.2941176470588235}"
CRM,SaaS,,,,-0.0014,0.0853,-0.1884,53.38,163.0,2026-07-02 04:13:23.116694+08:00,,,,,,0.11696861477205782,long,0.0,0.5882352941176471,0.5482857142857144,13.322122361775142,"{""accumulation_pressure_6"": -0.019607843137254943, ""dollar_volume_rank"": -0.17647058823529416, ""gap_fade"": 0.9607843137254902, ""gap_follow"": 0.9215686274509804, ""mom_10"": 0.23529411764705888, ""open_vs_vwap_snapback"": 0.6274509803921569, ""pv_corr_fade_6"": -0.9803921568627451, ""slope_12"": 0.2549019607843137, ""slope_6"": 0.5098039215686274, ""slope_acceleration"": -0.7843137254901962}"
PLTR,SaaS,C,bull,2.051,-0.0003,0.1717,-0.174,29.66,125.69,2026-07-02 04:12:11.732766+08:00,watchlist,bullish,long,6.833,2026-06-26 00:11:18.176036+08:00,-0.02773744279182504,short,0.0,0.7647058823529411,0.20942857142857144,13.095864692906744,"{""accumulation_pressure_6"": -0.27450980392156865, ""dollar_volume_rank"": -0.5294117647058822, ""gap_fade"": 0.9215686274509804, ""gap_follow"": 0.9803921568627452, ""mom_10"": -0.3529411764705882, ""open_vs_vwap_snapback"": 0.6862745098039216, ""pv_corr_fade_6"": -0.23529411764705888, ""slope_12"": -0.7254901960784313, ""slope_6"": 0.6862745098039216, ""slope_acceleration"": -0.803921568627451}"
NKE,Consumer,,,,-0.0005,0.0523,-0.0158,35.09,43.04,2026-07-02 04:32:45.272747+08:00,watchlist,neutral,,6.552,2026-06-29 22:08:42.075763+08:00,0.10551403617271085,long,0.0,0.23529411764705882,0.28700000000000003,12.986453120325052,"{""accumulation_pressure_6"": 0.2549019607843137, ""dollar_volume_rank"": 0.5294117647058824, ""gap_fade"": 0.5882352941176471, ""gap_follow"": 0.8627450980392157, ""mom_10"": -0.2941176470588235, ""open_vs_vwap_snapback"": -0.019607843137254832, ""pv_corr_fade_6"": 0.03921568627450989, ""slope_12"": -0.4901960784313726, ""slope_6"": 0.23529411764705888, ""slope_acceleration"": -0.27450980392156854}"
COIN,Crypto,,,,0.0159,0.1351,-0.0702,46.41,161.77,2026-07-02 04:14:59.342273+08:00,watchlist,bullish,long,6.389,2026-07-01 22:00:38.017724+08:00,-0.08688123746700194,short,0.0,0.30392156862745096,0.4487142857142857,12.590651608684533,"{""accumulation_pressure_6"": 0.37254901960784315, ""dollar_volume_rank"": 0.3921568627450981, ""gap_fade"": 0.5490196078431373, ""gap_follow"": 0.5686274509803921, ""mom_10"": -0.37254901960784315, ""open_vs_vwap_snapback"": -0.392156862745098, ""pv_corr_fade_6"": -0.607843137254902, ""slope_12"": -0.6862745098039216, ""slope_6"": 0.43137254901960786, ""slope_acceleration"": -0.5098039215686274}"
SOXX,Sector-ETF,C,bear,2.0636,0.0038,-0.0371,-0.005,89.44,602.0,2026-07-02 04:06:45.579320+08:00,,,,,,0.009824131695061689,long,0.0,0.8333333333333334,1.0,11.949755885320986,"{""accumulation_pressure_6"": 0.196078431372549, ""dollar_volume_rank"": -0.6666666666666667, ""gap_fade"": -0.588235294117647, ""gap_follow"": -0.4117647058823529, ""mom_10"": 0.33333333333333326, ""open_vs_vwap_snapback"": 0.17647058823529416, ""pv_corr_fade_6"": 0.13725490196078427, ""slope_12"": 0.17647058823529416, ""slope_6"": 0.05882352941176472, ""slope_acceleration"": 0.5098039215686274}"
MS,Banks,,,,-0.0042,-0.0456,-0.0187,62.79,210.96,2026-07-02 04:19:27.765281+08:00,watchlist,bearish,short,6.44,2026-06-30 23:37:00.580132+08:00,0.0575461673388304,long,0.0,0.2549019607843137,0.6827142857142857,11.253598660496841,"{""accumulation_pressure_6"": -0.9803921568627451, ""dollar_volume_rank"": 0.4901960784313726, ""gap_fade"": 0.196078431372549, ""gap_follow"": 0.21568627450980382, ""mom_10"": -0.2549019607843137, ""open_vs_vwap_snapback"": -0.6666666666666667, ""pv_corr_fade_6"": 0.7450980392156863, ""slope_12"": -0.23529411764705888, ""slope_6"": -0.6470588235294117, ""slope_acceleration"": 0.5294117647058824}"
MCD,Consumer,C,bull,1.5949,0.0004,0.0189,-0.0247,59.47,269.54,2026-07-02 04:16:18.836670+08:00,watchlist,bullish,long,6.405,2026-07-02 04:16:18.825974+08:00,-0.026864564851374576,short,0.0,0.24509803921568626,0.6352857142857142,11.242002592817508,"{""accumulation_pressure_6"": -0.2941176470588235, ""dollar_volume_rank"": 0.5098039215686274, ""gap_fade"": 0.21568627450980393, ""gap_follow"": 0.23529411764705888, ""mom_10"": -0.4117647058823529, ""open_vs_vwap_snapback"": 0.0980392156862745, ""pv_corr_fade_6"": -0.196078431372549, ""slope_12"": -0.27450980392156865, ""slope_6"": -0.2549019607843137, ""slope_acceleration"": -0.05882352941176472}"
XLF,Sector-ETF,,,,-0.002,0.0228,0.0624,20.4,54.67,2026-07-02 04:08:02.867076+08:00,,,,,,0.12104587736327345,long,0.0,0.4117647058823529,0.07714285714285712,10.840606373412333,"{""accumulation_pressure_6"": -0.5490196078431373, ""dollar_volume_rank"": 0.17647058823529416, ""gap_fade"": 0.47058823529411764, ""gap_follow"": 0.5098039215686274, ""mom_10"": 0.196078431372549, ""open_vs_vwap_snapback"": -0.15686274509803932, ""pv_corr_fade_6"": -0.9215686274509804, ""slope_12"": 0.2941176470588236, ""slope_6"": 0.07843137254901955, ""slope_acceleration"": 0.27450980392156865}"
RIOT,Crypto,,,,0.0129,-0.1257,-0.1116,56.51,24.27,2026-07-02 04:16:15.558906+08:00,,,,,,-0.1041706516475342,short,0.0,0.049019607843137254,0.593,9.909043654543078,"{""accumulation_pressure_6"": 0.41176470588235303, ""dollar_volume_rank"": 0.9019607843137255, ""gap_fade"": -0.3137254901960784, ""gap_follow"": -0.5294117647058824, ""mom_10"": -0.7450980392156863, ""open_vs_vwap_snapback"": -0.5098039215686274, ""pv_corr_fade_6"": -0.3921568627450981, ""slope_12"": -0.21568627450980393, ""slope_6"": -0.9019607843137255, ""slope_acceleration"": 0.7647058823529411}"
GLD,Macro,,,,0.0074,0.0105,-0.0937,34.57,373.35,2026-07-02 03:35:14.797457+08:00,,,,,,-0.07472946184791207,short,0.0,0.6372549019607843,0.2795714285714286,9.535622553443481,"{""accumulation_pressure_6"": -0.7450980392156863, ""dollar_volume_rank"": -0.27450980392156854, ""gap_fade"": 0.5686274509803921, ""gap_follow"": 0.588235294117647, ""mom_10"": -0.4509803921568627, ""open_vs_vwap_snapback"": -0.07843137254901955, ""pv_corr_fade_6"": 0.15686274509803932, ""slope_12"": -0.3921568627450981, ""slope_6"": -0.039215686274509776, ""slope_acceleration"": -0.3137254901960784}"
DIA,Beta,,,,-0.0011,0.0049,0.0151,17.65,521.82,2026-07-02 03:35:08.477197+08:00,,,,,,0.09127998096457254,long,0.0,0.5686274509803921,0.03785714285714284,9.384164493850609,"{""accumulation_pressure_6"": -0.4117647058823529, ""dollar_volume_rank"": -0.13725490196078427, ""gap_fade"": 0.07843137254901966, ""gap_follow"": 0.13725490196078427, ""mom_10"": 0.15686274509803932, ""open_vs_vwap_snapback"": -0.0980392156862746, ""pv_corr_fade_6"": 0.21568627450980382, ""slope_12"": 0.3529411764705883, ""slope_6"": 0.019607843137254832, ""slope_acceleration"": 0.17647058823529416}"
JNK,Credit,,,,0.0007,-0.0035,-0.0028,18.45,95.945,2026-07-02 04:02:37.317203+08:00,,,,,,0.12609991242107582,long,0.0,0.0392156862745098,0.04928571428571427,9.220215157990713,"{""accumulation_pressure_6"": -0.6470588235294117, ""dollar_volume_rank"": 0.9215686274509804, ""gap_fade"": -0.11764705882352944, ""gap_follow"": 0.0, ""mom_10"": 0.0980392156862746, ""open_vs_vwap_snapback"": -0.27450980392156854, ""pv_corr_fade_6"": 0.6862745098039216, ""slope_12"": 0.23529411764705888, ""slope_6"": -0.196078431372549, ""slope_acceleration"": 0.11764705882352944}"
SPY,Beta,C,bear,2.1617,0.0013,0.0169,-0.0169,16.95,746.7,2026-07-02 04:07:57.036272+08:00,,,,,,0.004373153340375514,long,0.0,0.9901960784313726,0.027857142857142848,8.611079697411721,"{""accumulation_pressure_6"": 0.5490196078431373, ""dollar_volume_rank"": -0.9803921568627452, ""gap_fade"": 0.05882352941176472, ""gap_follow"": 0.05882352941176472, ""mom_10"": 0.07843137254901955, ""open_vs_vwap_snapback"": 0.196078431372549, ""pv_corr_fade_6"": 0.17647058823529416, ""slope_12"": 0.13725490196078427, ""slope_6"": 0.196078431372549, ""slope_acceleration"": -0.03921568627450989}"
BKSY,Space,,,,-0.0024,0.1774,-0.3471,38.11,28.67,2026-07-02 04:14:57.131216+08:00,,,,,,0.06733090044397619,long,0.0,0.00980392156862745,0.3301428571428571,6.082754067492899,"{""accumulation_pressure_6"": -0.33333333333333337, ""dollar_volume_rank"": 0.9803921568627451, ""gap_fade"": 0.4117647058823529, ""gap_follow"": 0.3529411764705883, ""mom_10"": 0.13725490196078427, ""open_vs_vwap_snapback"": 0.7254901960784313, ""pv_corr_fade_6"": -0.039215686274509776, ""slope_12"": -0.5882352941176471, ""slope_6"": 0.8823529411764706, ""slope_acceleration"": -0.9411764705882353}"
XLE,Sector-ETF,,,,-0.0021,-0.0257,-0.0908,37.37,52.7,2026-07-02 04:07:56.877844+08:00,,,,,,-0.04000662206640285,short,0.0,0.3627450980392157,0.31957142857142856,5.892474749129992,"{""accumulation_pressure_6"": -0.43137254901960786, ""dollar_volume_rank"": 0.27450980392156865, ""gap_fade"": 0.1568627450980392, ""gap_follow"": 0.11764705882352944, ""mom_10"": -0.3137254901960784, ""open_vs_vwap_snapback"": -0.47058823529411775, ""pv_corr_fade_6"": 0.8823529411764706, ""slope_12"": -0.07843137254901966, ""slope_6"": -0.37254901960784315, ""slope_acceleration"": -0.2549019607843137}"
ASTS,Space,,,,-0.0028,0.3084,-0.2734,51.69,85.86,2026-07-02 04:17:31.718589+08:00,,,,,,-0.012105589465804298,short,0.0,0.37254901960784315,0.5241428571428571,4.806707789216945,"{""accumulation_pressure_6"": 0.6862745098039216, ""dollar_volume_rank"": 0.2549019607843137, ""gap_fade"": -0.37254901960784315, ""gap_follow"": -0.3137254901960784, ""mom_10"": 0.607843137254902, ""open_vs_vwap_snapback"": 0.9803921568627451, ""pv_corr_fade_6"": -0.5098039215686274, ""slope_12"": 0.0980392156862746, ""slope_6"": 1.0, ""slope_acceleration"": -0.9803921568627452}"
TGT,Consumer,,,,-0.0003,-0.0668,0.0574,15.16,130.25,2026-07-02 04:32:58.246747+08:00,,,,,,0.05366818467747648,long,0.0,0.10784313725490197,0.0022857142857142876,4.3051314708407205,"{""accumulation_pressure_6"": -0.23529411764705888, ""dollar_volume_rank"": 0.7843137254901961, ""gap_fade"": -0.13725490196078427, ""gap_follow"": -0.11764705882352944, ""mom_10"": -0.05882352941176472, ""open_vs_vwap_snapback"": -0.8235294117647058, ""pv_corr_fade_6"": -0.5882352941176471, ""slope_12"": 0.4509803921568627, ""slope_6"": -0.8431372549019608, ""slope_acceleration"": 0.8431372549019608}"
TLT,Macro,,,,0.0001,-0.0208,-0.0014,7.78,85.53,2026-07-02 04:05:21.797449+08:00,,,,,,0.021131954655085553,long,0.0,0.4019607843137255,0.0,3.489040747424616,"{""accumulation_pressure_6"": -0.2549019607843137, ""dollar_volume_rank"": 0.196078431372549, ""gap_fade"": -0.21568627450980382, ""gap_follow"": -0.2549019607843137, ""mom_10"": 0.03921568627450989, ""open_vs_vwap_snapback"": -0.607843137254902, ""pv_corr_fade_6"": 0.23529411764705888, ""slope_12"": 0.33333333333333326, ""slope_6"": -0.3921568627450981, ""slope_acceleration"": 0.47058823529411764}"
FLY,Space,,,,0.0046,0.1581,-0.3429,51.69,28.5,2026-07-02 04:17:36.206722+08:00,,,,,,-0.014296779771122956,short,0.0,0.029411764705882353,0.5241428571428571,3.2444048360794473,"{""accumulation_pressure_6"": 0.27450980392156854, ""dollar_volume_rank"": 0.9411764705882353, ""gap_fade"": 0.23529411764705888, ""gap_follow"": 0.2549019607843137, ""mom_10"": -0.5882352941176471, ""open_vs_vwap_snapback"": 0.9019607843137255, ""pv_corr_fade_6"": 0.2941176470588236, ""slope_12"": -0.7647058823529411, ""slope_6"": 0.9019607843137254, ""slope_acceleration"": -0.9607843137254901}"
OKLO,Power,,,,0.0046,0.0329,-0.2828,20.06,52.69,2026-07-02 04:12:06.798489+08:00,,,,,,0.03148986633629738,long,0.0,0.09803921568627451,0.07228571428571427,2.9836295791150462,"{""accumulation_pressure_6"": -0.7058823529411764, ""dollar_volume_rank"": 0.803921568627451, ""gap_fade"": 0.9019607843137255, ""gap_follow"": 0.8823529411764706, ""mom_10"": -0.6470588235294117, ""open_vs_vwap_snapback"": 0.5294117647058824, ""pv_corr_fade_6"": 0.33333333333333326, ""slope_12"": -0.7843137254901961, ""slope_6"": -0.23529411764705888, ""slope_acceleration"": -0.6666666666666667}"
SPCX,M7,,,,0.0028,0.0325,,65.84,157.98,2026-07-02 04:04:03.719926+08:00,,,,,,0.0,neutral,0.0,0.0,0.7262857142857143,2.9051428571428572,{}
NOV,Healthcare,,,,-0.0207,-0.0641,-0.1333,66.83,17.725,2026-07-02 04:05:15.312564+08:00,,,,,,-0.1442792442722892,short,0.0,0.0196078431372549,0.7404285714285714,0.0,"{""accumulation_pressure_6"": -0.3529411764705882, ""dollar_volume_rank"": 0.9607843137254902, ""gap_fade"": -0.019607843137254832, ""gap_follow"": 0.019607843137254832, ""mom_10"": -0.6666666666666667, ""open_vs_vwap_snapback"": -0.3529411764705883, ""pv_corr_fade_6"": 0.7254901960784315, ""slope_12"": -0.4509803921568627, ""slope_6"": -0.4117647058823529, ""slope_acceleration"": -0.5490196078431373}"
NOK,DC-Connect,C,bull,1.7004,-0.0147,-0.0901,-0.2451,76.72,12.72,2026-07-02 04:01:25.730412+08:00,watchlist,bearish,short,7.5,2026-07-02 04:01:25.722824+08:00,-0.26086820440387304,short,1.0,0.27450980392156865,0.8817142857142857,0.0,"{""accumulation_pressure_6"": 0.3137254901960784, ""dollar_volume_rank"": 0.4509803921568627, ""gap_fade"": -0.5098039215686274, ""gap_follow"": -0.3529411764705882, ""mom_10"": -0.5294117647058824, ""open_vs_vwap_snapback"": -0.7254901960784315, ""pv_corr_fade_6"": 0.9215686274509804, ""slope_12"": -0.5294117647058824, ""slope_6"": -0.7254901960784313, ""slope_acceleration"": -0.41176470588235303}"
MARA,Crypto,,,,0.012,-0.0252,-0.0525,46.05,13.53,2026-07-02 04:16:10.780585+08:00,,,,,,-0.05859292603036588,short,0.0,0.11764705882352941,0.4435714285714285,0.0,"{""accumulation_pressure_6"": 0.03921568627450989, ""dollar_volume_rank"": 0.7647058823529411, ""gap_fade"": -0.196078431372549, ""gap_follow"": -0.196078431372549, ""mom_10"": -0.5098039215686274, ""open_vs_vwap_snapback"": -0.5490196078431373, ""pv_corr_fade_6"": -0.37254901960784315, ""slope_12"": -0.196078431372549, ""slope_6"": -0.5882352941176471, ""slope_acceleration"": 0.6274509803921569}"
SOFI,Fintech,,,,0.0,0.0659,0.0395,51.34,18.44,2026-07-02 04:13:32.705488+08:00,,,,,,0.38717843612015557,long,0.0,0.29411764705882354,0.5191428571428572,0.0,"{""accumulation_pressure_6"": 0.17647058823529416, ""dollar_volume_rank"": 0.4117647058823529, ""gap_fade"": 0.6274509803921569, ""gap_follow"": 0.7058823529411764, ""mom_10"": 0.5294117647058822, ""open_vs_vwap_snapback"": 0.3529411764705882, ""pv_corr_fade_6"": -0.4901960784313726, ""slope_12"": 0.6470588235294117, ""slope_6"": 0.4901960784313726, ""slope_acceleration"": 0.21568627450980393}"
